working_area_id;department;working_area;temperature;atmo_pressure;humidity
2189;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,9;758;35,9
2190;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,1;758;35,6
2191;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;759;35,6
2192;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,5;759;35,9
2193;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,9;759;35,6
2194;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,2;759;35,9
2195;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;759;35,7
2196;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,7;758;36,2
2197;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,8;758;36,2
2198;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19;759;36,1
2199;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;759;36
2200;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,9;758;36,3
2201;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,2;759;35,6
2202;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19;759;35,9
2203;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;759;35,9
2204;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,4;758;36,3
2205;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,2;758;35,5
2206;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,5;758;36,3
2207;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;759;35,9
2208;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;759;35,5
2209;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;759;36,3
2210;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,4;759;36,4
2211;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;758;36,3
2212;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,4;758;36
2213;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;759;35,6
2214;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;758;35,6
2215;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;759;35,9
2216;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19;758;36,2
2217;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,8;758;36,2
2218;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,2;759;35,7
2219;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;758;35,5
2220;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;758;36,2
2221;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,6;759;36,1
2222;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;759;35,8
2223;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,5;758;36,4
2224;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,9;759;36,2
2225;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,1;759;36
2226;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,9;758;36,3
2227;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";20;758;36
2228;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,3;759;36,1
2229;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,1;759;35,8
2230;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,7;759;35,5
2231;Краснодар  Автоколонна  1 ;"Водитель-экспедитор категории ""Е""";19,4;758;36,1
2232;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,5;758;36
2233;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,4;758;35,9
2234;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,3;759;36,1
2235;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,9;758;36,3
2236;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,7;759;36,2
2237;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,9;758;36,3
2238;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,1;758;35,7
2239;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;20;758;36,4
2240;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,7;759;36,4
2241;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,1;758;35,9
2242;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,2;758;36,2
2243;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;20;758;35,7
2244;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,6;758;35,9
2245;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,9;759;36,1
2246;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,2;759;35,8
2247;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,6;759;36,4
2248;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19;758;35,7
2249;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,9;759;35,6
2250;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,5;758;36,2
2251;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,6;759;36,4
2252;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,3;759;35,5
2253;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19;759;35,9
2254;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,2;758;36,4
2255;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,1;759;35,8
2256;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,6;758;36,1
2257;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,6;759;36,3
2258;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,4;758;35,9
2259;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,1;758;35,6
2260;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,1;759;36,4
2261;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;20;759;36,2
2262;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,6;758;36,4
2263;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,2;758;36
2264;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,2;758;36
2265;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,7;759;35,9
2266;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19;758;36,1
2267;Краснодар автоколонна МКТ 1;Водитель-экспедитор ;19,9;759;36,2
2268;Краснодар автоколонна МКТ 1;Менеджер по подбору персонала;19,1;759;35,8
2269;Краснодар автоколонна МКТ 1;Специалист по оплате труда;19;758;36,3
2270;Краснодар автоколонна МКТ 1;Контролер по режиму;19,2;758;36,4
2271;Краснодар автоколонна МКТ 1;руководитель отдела по округу;19,4;759;35,8
2272;Краснодар автоколонна МКТ 1;механик автомобильной колонны;19,7;758;35,7
2273;Краснодар автоколонна МКТ 1;начальник автоколонны;19,2;758;36,4
2274;Нальчик автоколонна 1;Водитель-экспедитор;19,2;758;35,6
2275;Нальчик автоколонна 1;Водитель-экспедитор;19,9;758;35,6
2276;Невинномысск автоколонна 1;Водитель-экспедитор;19,9;758;35,9
2277;Невинномысск автоколонна 1;Водитель-экспедитор;19,9;758;35,6
2278;Невинномысск автоколонна 1;Водитель-экспедитор;19,4;758;36
2279;Невинномысск автоколонна 1;Водитель-экспедитор;19,4;759;35,5
2280;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;36,1
2281;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;35,6
2282;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;35,8
2283;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;35,9
2284;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;36,1
2285;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;35,6
2286;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;36,4
2287;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;35,7
2288;ОСП Казань Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";19,9;759;36,2
2289;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;35,5
2290;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36,1
2291;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;35,5
2292;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;36,1
2293;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;35,5
2294;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;36,4
2295;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;758;36
2296;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;35,6
2297;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;36,3
2298;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;35,9
2299;ОСП Казань Автоколонна 1;"Водитель категории ""Е""";19,8;758;36,2
2300;ОСП Казань Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36,3
2301;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;36
2302;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;759;35,5
2303;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;36,4
2304;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;35,6
2305;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;35,5
2306;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;36,2
2307;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;35,8
2308;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;758;35,8
2309;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;36,4
2310;ОСП Пенза 3 Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";19;759;35,9
2311;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;35,8
2312;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;35,5
2313;ОСП Пенза 3 Автоколонна 1;"Водитель категории ""Е""";19,2;758;35,9
2314;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;36,4
2315;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;35,8
2316;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;35,5
2317;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,2
2318;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;35,9
2319;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36
2320;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;35,8
2321;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;35,7
2322;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;36
2323;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;758;36,4
2324;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;36,3
2325;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;35,9
2326;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;36,3
2327;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;758;35,6
2328;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;36,4
2329;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;36,1
2330;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;35,6
2331;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;36,2
2332;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;36,2
2333;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;758;35,8
2334;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;36
2335;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,3
2336;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;36,4
2337;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;35,7
2338;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;35,7
2339;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;36,1
2340;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;36,4
2341;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;35,9
2342;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;35,9
2343;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;35,6
2344;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;36,4
2345;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;35,7
2346;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;35,5
2347;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;36,2
2348;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;759;36,1
2349;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;36,2
2350;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;36
2351;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;35,6
2352;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;36
2353;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;36,4
2354;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;758;36,4
2355;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;36,2
2356;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;35,5
2357;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;35,6
2358;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;35,8
2359;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;35,9
2360;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;35,8
2361;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;36,2
2362;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;35,7
2363;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;36,1
2364;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;758;35,5
2365;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;36,3
2366;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;36,3
2367;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;36,1
2368;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;35,8
2369;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;35,5
2370;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;35,6
2371;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;36,4
2372;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;35,6
2373;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;36
2374;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;35,5
2375;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,1
2376;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;36,4
2377;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;36
2378;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;758;35,7
2379;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;35,9
2380;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;35,9
2381;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;35,8
2382;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;36,3
2383;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;35,6
2384;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;35,8
2385;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;36,4
2386;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;35,9
2387;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;35,8
2388;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;36,2
2389;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;35,5
2390;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;36
2391;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;36
2392;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;36,4
2393;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;36,1
2394;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;35,7
2395;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,1
2396;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;36,4
2397;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;35,7
2398;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;36,4
2399;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;36,4
2400;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36,2
2401;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;35,9
2402;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;35,6
2403;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;35,7
2404;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;35,5
2405;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;36,4
2406;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;36,1
2407;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;35,9
2408;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;36,4
2409;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;36
2410;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;35,8
2411;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;36,1
2412;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;758;35,8
2413;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;35,5
2414;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;35,6
2415;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;35,8
2416;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;759;35,6
2417;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,4
2418;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,1
2419;ОСП Уфа Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";20;758;36
2420;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;36
2421;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;35,6
2422;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;35,7
2423;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;759;35,5
2424;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;35,6
2425;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;36,1
2426;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;36,1
2427;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;35,6
2428;ОСП Чебоксары 3 Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";19,2;759;36,4
2429;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;35,7
2430;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;35,9
2431;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;758;36
2432;ОСП Чебоксары 3 Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";19,1;759;36,3
2433;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;36,2
2434;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36
2435;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;35,7
2436;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;35,7
2437;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;758;36,1
2438;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;35,9
2439;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;36,1
2440;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;759;35,9
2441;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,4;758;35,6
2442;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;35,9
2443;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;36,3
2444;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;36,1
2445;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36
2446;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;758;35,9
2447;ОСП Чебоксары 3 Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";19,2;759;36,1
2448;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;758;36,2
2449;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;758;36,1
2450;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,7;758;36
2451;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;759;35,7
2452;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;35,7
2453;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;758;36,3
2454;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;36,1
2455;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;36,1
2456;ОСП Самара Мехзавод Автоколонна 1;"Водитель категории ""Е""";19,5;758;36
2457;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;35,5
2458;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;36,2
2459;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;35,8
2460;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;759;35,7
2461;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,4
2462;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,8;759;36,4
2463;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;36
2464;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;35,8
2465;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,3;759;36,1
2466;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,1;759;35,9
2467;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,6;759;35,8
2468;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;759;36,3
2469;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,9;758;36,2
2470;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;36
2471;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19;758;36
2472;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,2;759;36,1
2473;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";20;758;36,1
2474;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";19,5;759;36,3
