working_area_id;department;working_area;noise_source;nature_of_noise;sound_lvl;max_sound_lvl;eq_sound_lvl
2329;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2330;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;83;0
2331;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
2332;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2333;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
2334;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2335;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2336;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2337;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2338;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2339;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2340;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2341;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2342;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2343;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2344;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2345;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2346;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2347;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2348;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2349;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
2350;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2351;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2352;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2353;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2354;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2355;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2356;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2357;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2358;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2359;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;83;0
2360;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2361;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2362;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;500;80;0
2363;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2364;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
2365;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2366;ОСП Пенза 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2367;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2368;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2369;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2370;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2371;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2372;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2373;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2374;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;82;0
2375;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2376;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2377;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2378;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2379;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
2380;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2381;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2382;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
2383;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2384;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2385;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2386;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2387;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2388;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2389;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2390;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2391;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2392;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2393;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;83;0
2394;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2395;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2396;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;82;0
2397;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2398;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2399;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2400;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2401;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2402;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2403;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2404;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2405;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2406;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2407;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2408;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2409;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2410;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2411;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
2412;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2413;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2414;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2415;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2416;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2417;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2418;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
2419;ОСП Уфа Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2420;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2421;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2422;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2423;ОСП Уфа Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2424;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2425;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2426;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2427;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2428;ОСП Чебоксары 3 Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2429;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;82;0
2430;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2431;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2432;ОСП Чебоксары 3 Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2433;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;83;0
2434;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2435;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2436;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2437;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2438;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2439;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2440;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2441;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2442;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
2443;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2444;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2445;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2446;ОСП Чебоксары 3 Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
2447;ОСП Чебоксары 3 Автоколонна 1;"Бригадир водителей-экспедиторов категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2448;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2449;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2450;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2451;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2452;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2453;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2454;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2455;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2456;ОСП Самара Мехзавод Автоколонна 1;"Водитель категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2457;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2458;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2459;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;200;0
2460;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2461;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
2462;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2463;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2464;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2465;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2466;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2467;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2468;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2469;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2470;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
2471;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2472;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2473;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
2474;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;82;0
2475;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
2476;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;83;0
2477;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2478;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2479;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2480;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2481;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;83;0
2482;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2483;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2484;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2485;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;81;0
2486;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2487;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2488;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2489;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2490;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;82;0
2491;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2492;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2493;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2494;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2495;ОСП Самара Мехзавод Автоколонна 1;"Водитель категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;81;0
2496;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2497;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2498;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;80;0
2499;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2500;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2501;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2502;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2503;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;83;0
2504;ОСП Самара Мехзавод Автоколонна 1;"Водитель-экспедитор категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2505;ОСП Балаково Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;81;0
2506;ОСП Балаково Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;83;0
2507;ОСП Балаково Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;81;0
2508;ОСП Самара Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;80;0
2509;ОСП Самара Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;83;0
2510;ОСП Самара Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;83;0
2511;ОСП Самара Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;81;0
2512;ОСП Самара Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;83;0
2513;ОСП Самара Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;82;0
2514;ОСП Самара Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;81;0
2515;ОСП Самара Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;82;0
2516;ОСП Набережные Челны Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;80;0
